"","dominance10","prestige10","leadership10","dominance6","prestige6","leadership6","dominance4","prestige4","leadership4","MFQ_harm_s","MFQ_fair_s","MFQ_ingroup_s","MFQ_authority_s","MFQ_purity_s","gender","age","employment_rank","percentage"
"410",NA,NA,NA,24,24,19,14,14,14,-1.62577463772982,-0.753629283371985,0.58183353781332,0.429094510328282,0.177699050561074,"male",37,10,0
"510",NA,NA,NA,16,19,22,10,11,15,-0.728683039283468,0.203636550010444,1.51371602411887,0.810974737966721,-0.325222790649513,"male",38,2,0
"610",NA,NA,NA,7,10,9,4,7,4,0.841227257997646,1.16090238339287,-1.09555493753667,-0.907486286406254,-0.828144631860099,"male",53,1,0
"710",NA,NA,NA,9,16,24,6,10,18,0.841227257997646,0.203636550010444,-0.536425445753341,1.19285496560516,0.68062089177166,"female",29,8,0
"810",NA,NA,NA,14,23,24,9,15,16,0.841227257997646,0.682269466701658,-0.350048948492231,-0.143725831129376,-1.83398831428127,"male",34,2,0
"910",NA,NA,NA,9,24,27,6,15,18,-0.0558643404487048,0.203636550010444,0.0227040460299897,1.00191485178594,0.848261505508522,"female",34,7,0
"1010",NA,NA,NA,11,13,14,8,8,10,1.28977305722082,0.442953008356051,-0.536425445753341,-0.334665944948596,-1.49870708680755,"female",40,0,0
"1110",NA,NA,NA,11,19,11,6,12,7,0.616954358386058,-0.27499636668077,-0.350048948492231,-0.143725831129376,-0.828144631860099,"female",30,0,0
"1210",NA,NA,NA,12,17,21,8,10,14,0.616954358386058,0.203636550010444,-0.350048948492231,0.429094510328282,-0.325222790649513,"male",34,7,0
"1310",NA,NA,NA,12,18,21,8,12,14,1.28977305722082,1.63953530008409,-0.16367245123112,-0.525606058767815,-0.492863404386375,"male",45,6,0
"14",NA,NA,NA,15,28,23,10,19,15,0.392681458774471,-0.27499636668077,0.95458653233554,1.76567530706282,0.0100584368242115,"female",53,2,0
"1510",NA,NA,NA,9,21,13,4,15,9,-0.0558643404487048,0.682269466701658,0.0227040460299897,0.810974737966721,0.345339664297936,"female",28,4,0
"1610",NA,NA,NA,8,16,16,5,10,10,0.392681458774471,-0.514312825026377,-0.16367245123112,-0.143725831129376,0.512980278034798,"female",35,2,10
"1710",NA,NA,NA,22,24,32,12,16,21,-0.50441013967188,-1.2322622000632,-0.722801943014451,-0.716546172587034,-0.492863404386375,"female",22,10,0
"1810",NA,NA,NA,13,21,19,9,13,14,0.841227257997646,-0.0356799083351631,-0.536425445753341,1.19285496560516,0.512980278034798,"female",45,0,0
"1910",NA,NA,NA,13,24,29,7,15,19,-0.728683039283468,-1.2322622000632,-0.722801943014451,-0.907486286406254,-0.325222790649513,"female",26,2,50
"2010",NA,NA,NA,12,26,28,6,17,18,0.392681458774471,0.203636550010444,1.14096302959665,-0.143725831129376,-0.660504018123237,"female",55,6,0
"2210",NA,NA,NA,14,18,17,6,10,12,-1.40150173811823,-0.514312825026377,-0.909178440275561,-1.28936651404469,-1.66634770054441,"female",20,6,0
"23",NA,NA,NA,16,25,16,10,15,11,0.392681458774471,-0.0356799083351631,1.51371602411887,1.19285496560516,1.35118334671911,"female",33,1,10
"2410",NA,NA,NA,15,20,22,9,12,15,-0.50441013967188,-0.992945741717592,0.58183353781332,-0.143725831129376,-0.157582176912651,"female",31,6,0
"268",NA,NA,NA,14,22,17,9,12,11,-0.0558643404487048,0.203636550010444,-0.909178440275561,-0.716546172587034,-1.16342585933382,"female",37,3,100
"2810",NA,NA,NA,8,25,13,4,18,8,0.841227257997646,1.16090238339287,0.95458653233554,1.76567530706282,1.51882396045597,"female",29,5,30
"295",NA,NA,NA,12,25,25,7,17,16,-0.728683039283468,-0.27499636668077,0.58183353781332,0.810974737966721,-0.492863404386375,"male",54,4,0
"301",NA,NA,NA,11,18,22,4,11,15,1.06550015760923,0.203636550010444,0.0227040460299897,0.0472142826898431,0.848261505508522,"male",38,2,100
"3110",NA,NA,NA,9,24,21,5,15,14,1.28977305722082,1.40021884173848,0.0227040460299897,1.38379507942438,-0.492863404386375,"male",38,1,20
"326",NA,NA,NA,12,26,30,7,17,20,-0.728683039283468,-0.27499636668077,0.39545704055221,1.5747351932436,-0.157582176912651,"female",52,10,0
"333",NA,NA,NA,8,26,29,4,18,19,1.738318856444,0.442953008356051,0.39545704055221,0.620034624147501,0.848261505508522,"female",51,8,0
"347",NA,NA,NA,10,25,13,6,18,8,-2.29859333656458,0.203636550010444,-0.722801943014451,-1.28936651404469,0.0100584368242115,"male",37,0,0
"3510",NA,NA,NA,14,31,18,9,20,13,0.168408559162883,0.203636550010444,0.58183353781332,0.0472142826898431,1.01590211924538,"male",18,1,0
"363",NA,NA,NA,7,19,28,5,14,19,1.738318856444,0.921585925047265,-2.77294341288666,-3.19876765223689,-2.33691015549186,"female",33,3,0
"371",NA,NA,NA,10,21,23,7,14,15,-0.280137240060293,-0.753629283371985,0.76821003507443,0.810974737966721,0.0100584368242115,"male",56,3,0
"381",NA,NA,NA,12,23,12,8,14,7,0.168408559162883,0.442953008356051,-0.16367245123112,-1.86218685550235,-1.33106647307069,"female",27,0,70
"391",NA,NA,NA,14,17,24,8,10,16,0.841227257997646,1.63953530008409,-1.28193143479778,-1.48030662786391,-0.157582176912651,"male",31,2,0
"401",NA,NA,NA,17,18,23,11,11,15,0.841227257997646,-0.514312825026377,0.0227040460299897,-0.334665944948596,0.177699050561074,"female",52,11,0
"411",NA,NA,NA,17,29,27,10,20,19,0.841227257997646,0.442953008356051,-0.722801943014451,-0.907486286406254,-1.16342585933382,"female",33,8,0
"431",NA,NA,NA,23,24,22,16,14,15,-0.728683039283468,-0.753629283371985,-0.722801943014451,1.00191485178594,-0.660504018123237,"female",31,3,0
"441",NA,NA,NA,13,27,24,6,18,16,1.06550015760923,1.16090238339287,0.39545704055221,1.00191485178594,0.512980278034798,"female",35,8,10
"451",NA,NA,NA,16,25,26,10,16,17,1.06550015760923,0.921585925047265,1.14096302959665,0.429094510328282,0.848261505508522,"male",43,6,0
"461",NA,NA,NA,7,26,20,4,17,16,-0.0558643404487048,0.921585925047265,1.14096302959665,0.0472142826898431,-0.325222790649513,"female",26,3,50
"481",NA,NA,NA,22,21,19,15,16,12,-2.97141203539935,-1.2322622000632,0.0227040460299897,0.0472142826898431,-0.325222790649513,"male",41,7,0
"491",NA,NA,NA,13,30,21,8,20,16,0.168408559162883,-1.47157865840881,-0.536425445753341,2.14755553470126,0.848261505508522,"male",39,6,0
"501",NA,NA,NA,27,24,31,19,17,21,-1.85004753734141,0.203636550010444,-0.536425445753341,0.0472142826898431,-0.995785245596961,"male",28,6,0
"511",NA,NA,NA,13,28,26,8,20,17,1.06550015760923,0.682269466701658,0.95458653233554,0.429094510328282,1.18354273298225,"female",45,6,0
"52",NA,NA,NA,15,23,18,9,15,12,0.392681458774471,-0.0356799083351631,0.2090805432911,-0.143725831129376,0.0100584368242115,"male",44,0,100
"53",NA,NA,NA,9,19,22,7,12,14,0.168408559162883,0.921585925047265,-1.28193143479778,-1.09842640022547,-0.660504018123237,"male",36,6,0
"541",NA,NA,NA,14,20,18,8,13,12,0.841227257997646,0.442953008356051,-1.28193143479778,-0.716546172587034,-0.157582176912651,"male",48,0,0
"551",NA,NA,NA,14,15,15,7,9,10,-0.952955938895056,0.442953008356051,-0.16367245123112,-1.48030662786391,-2.169269541755,"male",30,7,0
"561",NA,NA,NA,15,16,13,9,10,9,-0.0558643404487048,0.682269466701658,-0.909178440275561,-1.28936651404469,-1.16342585933382,"male",46,5,0
"571",NA,NA,NA,14,26,13,8,18,10,1.06550015760923,-0.0356799083351631,0.95458653233554,0.810974737966721,0.345339664297936,"female",26,5,40
"581",NA,NA,NA,11,25,25,6,16,17,1.51404595683241,1.16090238339287,-1.84106092658111,-1.48030662786391,-1.49870708680755,"female",26,10,10
"591",NA,NA,NA,15,21,27,8,14,18,-2.07432043695299,-1.47157865840881,-0.722801943014451,-0.143725831129376,-0.492863404386375,"male",30,7,0
"601",NA,NA,NA,6,16,6,4,10,4,-0.0558643404487048,-1.95021157510002,-1.28193143479778,-0.525606058767815,-0.660504018123237,"female",32,2,0
"611",NA,NA,NA,16,23,31,10,16,21,0.168408559162883,-0.514312825026377,-0.909178440275561,0.0472142826898431,-0.660504018123237,"male",50,6,0
"621",NA,NA,NA,19,19,22,13,12,14,-1.62577463772982,-0.992945741717592,-0.536425445753341,-0.716546172587034,-0.492863404386375,"male",23,1,0
"641",NA,NA,NA,14,21,14,9,14,9,-1.17722883850664,-0.992945741717592,0.0227040460299897,-0.334665944948596,0.512980278034798,"male",44,0,0
"651",NA,NA,NA,14,19,24,8,12,16,-0.0558643404487048,-1.2322622000632,-0.16367245123112,-0.716546172587034,-0.828144631860099,"female",56,5,30
"66",NA,NA,NA,21,33,21,12,22,15,-1.17722883850664,-0.0356799083351631,-0.909178440275561,-1.28936651404469,-0.660504018123237,"male",23,2,0
"691",NA,NA,NA,13,22,17,8,15,11,-0.50441013967188,-1.71089511675441,0.0227040460299897,0.238154396509063,-1.33106647307069,"male",30,5,0
"701",NA,NA,NA,16,21,24,11,13,15,-0.952955938895056,-0.0356799083351631,-1.84106092658111,-0.525606058767815,-1.49870708680755,"female",39,7,0
"711",NA,NA,NA,26,27,22,17,18,14,-0.952955938895056,-2.66816095013684,0.76821003507443,-0.525606058767815,1.35118334671911,"male",24,8,0
"721",NA,NA,NA,11,22,16,6,15,12,-0.0558643404487048,-0.514312825026377,-1.28193143479778,-0.334665944948596,-0.492863404386375,"female",37,3,0
"731",NA,NA,NA,29,28,36,18,19,24,-1.40150173811823,-0.0356799083351631,-0.909178440275561,-1.09842640022547,-1.49870708680755,"male",38,9,100
"741",NA,NA,NA,15,22,27,10,13,18,0.392681458774471,1.16090238339287,0.0227040460299897,-0.334665944948596,-0.660504018123237,"male",34,1,0
"751",NA,NA,NA,20,22,16,14,12,12,0.616954358386058,0.682269466701658,0.76821003507443,0.810974737966721,0.512980278034798,"male",36,0,0
"761",NA,NA,NA,9,21,26,6,15,17,-0.280137240060293,-0.27499636668077,-1.09555493753667,-0.716546172587034,-1.16342585933382,"male",47,5,100
"771",NA,NA,NA,20,22,11,14,14,9,1.738318856444,1.63953530008409,2.0728455159022,2.52943576233969,1.51882396045597,"female",26,1,0
"781",NA,NA,NA,22,27,31,14,16,19,-0.952955938895056,0.921585925047265,-0.722801943014451,0.429094510328282,-0.660504018123237,"male",40,10,0
"801",NA,NA,NA,12,20,23,6,11,15,0.168408559162883,0.682269466701658,0.0227040460299897,0.620034624147501,0.345339664297936,"female",26,1,0
"811",NA,NA,NA,18,24,13,12,16,8,1.51404595683241,0.921585925047265,-0.909178440275561,-1.09842640022547,-0.492863404386375,"male",27,6,0
"821",NA,NA,NA,15,36,29,7,24,19,-1.40150173811823,0.442953008356051,-1.28193143479778,0.429094510328282,0.345339664297936,"female",21,0,0
"831",NA,NA,NA,15,21,31,9,13,20,-1.85004753734141,-2.42884449179123,-0.536425445753341,-0.525606058767815,-0.660504018123237,"male",35,10,50
"84",NA,NA,NA,12,21,21,8,14,13,0.616954358386058,0.442953008356051,-0.350048948492231,0.0472142826898431,-0.325222790649513,"female",51,0,0
"851",NA,NA,NA,15,33,27,8,22,19,-0.0558643404487048,1.16090238339287,-2.21381392110333,-1.67124674168313,-1.16342585933382,"male",19,4,0
"861",NA,NA,NA,24,34,33,13,24,21,-0.728683039283468,0.921585925047265,0.58183353781332,2.14755553470126,0.177699050561074,"female",31,6,0
"871",NA,NA,NA,28,27,27,19,17,20,-1.40150173811823,-0.0356799083351631,1.32733952685776,-0.334665944948596,0.0100584368242115,"female",29,1,0
"881",NA,NA,NA,20,19,22,12,11,15,-1.17722883850664,-1.71089511675441,-0.16367245123112,-0.334665944948596,0.177699050561074,"male",53,0,0
"891",NA,NA,NA,11,24,26,5,16,18,-1.17722883850664,0.203636550010444,0.2090805432911,-0.334665944948596,0.512980278034798,"male",36,3,0
"901",NA,NA,NA,17,23,23,10,14,15,0.392681458774471,-1.47157865840881,0.58183353781332,0.429094510328282,1.18354273298225,"female",31,4,0
"911",NA,NA,NA,20,25,26,12,17,17,0.168408559162883,0.682269466701658,0.58183353781332,0.429094510328282,0.848261505508522,"male",19,10,0
"921",NA,NA,NA,10,28,24,5,18,17,1.28977305722082,0.921585925047265,-0.350048948492231,-1.28936651404469,0.0100584368242115,"female",25,5,40
"931",NA,NA,NA,17,24,26,9,14,16,1.51404595683241,0.203636550010444,0.76821003507443,1.5747351932436,2.18938641540342,"female",34,10,10
"951",NA,NA,NA,22,19,30,14,14,21,-0.0558643404487048,-2.18952803344563,-1.28193143479778,0.620034624147501,1.68646457419283,"female",57,3,0
"961",NA,NA,NA,15,18,23,9,12,16,-0.728683039283468,-1.95021157510002,-0.722801943014451,0.810974737966721,0.68062089177166,"male",40,6,0
"971",NA,NA,NA,14,25,22,8,16,14,0.168408559162883,0.682269466701658,-0.536425445753341,-1.28936651404469,-0.828144631860099,"female",39,5,20
"1001",NA,NA,NA,22,24,21,15,16,14,0.392681458774471,0.203636550010444,0.76821003507443,0.429094510328282,0.848261505508522,"female",37,7,0
"1011",NA,NA,NA,18,23,23,11,16,16,-0.0558643404487048,-0.27499636668077,1.32733952685776,0.810974737966721,1.18354273298225,"male",42,4,10
"1021",NA,NA,NA,14,19,24,7,10,16,1.51404595683241,1.40021884173848,-0.350048948492231,0.0472142826898431,0.177699050561074,"male",32,3,0
"1031",NA,NA,NA,9,12,9,6,7,6,1.28977305722082,1.63953530008409,-1.84106092658111,-1.67124674168313,-2.169269541755,"male",50,0,0
"1041",NA,NA,NA,17,26,24,11,17,16,1.28977305722082,-1.2322622000632,0.76821003507443,-0.525606058767815,0.177699050561074,"male",29,3,0
"1051",NA,NA,NA,11,18,25,6,12,17,0.616954358386058,-0.992945741717592,0.76821003507443,-0.525606058767815,-0.157582176912651,"male",41,1,0
"1061",NA,NA,NA,14,13,19,7,8,14,-2.07432043695299,-0.0356799083351631,-0.536425445753341,0.0472142826898431,-0.995785245596961,"male",52,1,0
"1071",NA,NA,NA,27,14,25,17,10,17,-0.0558643404487048,-0.0356799083351631,0.0227040460299897,1.19285496560516,0.848261505508522,"male",31,3,100
"1081",NA,NA,NA,26,24,28,17,16,19,1.28977305722082,1.16090238339287,-0.16367245123112,-0.907486286406254,-1.33106647307069,"female",43,4,0
"1091",NA,NA,NA,14,19,24,7,11,15,-0.952955938895056,-0.0356799083351631,0.2090805432911,0.620034624147501,0.848261505508522,"female",63,6,50
"1101",NA,NA,NA,6,12,17,4,7,11,-1.17722883850664,0.442953008356051,-1.28193143479778,-0.525606058767815,-0.995785245596961,"female",38,0,100
"1111",NA,NA,NA,14,23,23,8,15,16,-2.74713913578776,-0.992945741717592,-1.09555493753667,-0.143725831129376,0.177699050561074,"male",52,8,0
"1141",NA,NA,NA,18,22,25,11,15,16,-1.62577463772982,0.442953008356051,0.76821003507443,-0.334665944948596,-0.828144631860099,"male",35,1,0
"1151",NA,NA,NA,11,19,23,7,13,16,-0.280137240060293,0.682269466701658,-1.09555493753667,0.238154396509063,-0.157582176912651,"female",24,2,0
"1161",NA,NA,NA,26,24,17,17,17,12,0.392681458774471,-0.992945741717592,-0.722801943014451,-0.334665944948596,-1.16342585933382,"female",38,2,0
"1171",NA,NA,NA,10,25,28,6,15,19,0.841227257997646,0.203636550010444,0.2090805432911,0.429094510328282,1.51882396045597,"female",44,5,10
"1181",NA,NA,NA,13,17,18,8,10,13,0.841227257997646,0.203636550010444,0.2090805432911,0.238154396509063,0.848261505508522,"female",25,1,0
"1191",NA,NA,NA,10,25,24,5,16,14,-1.62577463772982,-1.95021157510002,0.58183353781332,0.620034624147501,0.512980278034798,"male",65,3,0
"1201",NA,NA,NA,18,15,27,12,8,18,-3.8685036338457,-2.42884449179123,-1.28193143479778,-1.09842640022547,-2.33691015549186,"male",45,8,0
"1211",NA,NA,NA,20,24,28,12,16,18,-2.74713913578776,-1.71089511675441,0.95458653233554,-0.525606058767815,-0.660504018123237,"male",25,7,10
"1221",NA,NA,NA,14,17,25,8,10,17,-0.728683039283468,-0.0356799083351631,0.0227040460299897,0.810974737966721,0.68062089177166,"female",36,6,10
"1231",NA,NA,NA,14,24,19,8,16,14,1.28977305722082,1.87885175842969,0.76821003507443,1.19285496560516,1.85410518792969,"female",31,2,100
"1241",NA,NA,NA,20,27,36,11,18,24,-0.50441013967188,1.40021884173848,-1.46830793205889,-0.143725831129376,-1.33106647307069,"male",43,10,0
"125",NA,NA,NA,16,24,25,10,17,19,0.168408559162883,1.40021884173848,1.14096302959665,-0.143725831129376,0.68062089177166,"female",40,7,100
"1261",NA,NA,NA,15,26,23,9,18,16,-0.50441013967188,0.442953008356051,0.76821003507443,-0.334665944948596,0.345339664297936,"female",27,2,10
"1271",NA,NA,NA,15,25,19,8,16,14,-1.17722883850664,0.682269466701658,-0.350048948492231,-0.143725831129376,1.18354273298225,"female",37,0,0
"1281",NA,NA,NA,22,24,25,14,19,16,0.616954358386058,-0.514312825026377,0.76821003507443,1.19285496560516,0.345339664297936,"female",35,7,10
"1291",NA,NA,NA,11,25,31,6,15,19,-0.50441013967188,-0.992945741717592,0.95458653233554,0.238154396509063,1.01590211924538,"male",47,7,0
"1301",NA,NA,NA,16,23,20,9,15,14,0.392681458774471,0.921585925047265,1.14096302959665,1.00191485178594,1.18354273298225,"male",30,0,0
"1311",NA,NA,NA,15,16,20,9,8,13,-0.0558643404487048,0.442953008356051,0.2090805432911,-0.525606058767815,-1.66634770054441,"female",25,2,30
"1321",NA,NA,NA,24,28,34,14,18,22,0.841227257997646,0.203636550010444,1.51371602411887,1.5747351932436,1.68646457419283,"male",39,10,0
"1331",NA,NA,NA,16,20,26,10,11,18,-0.280137240060293,-0.0356799083351631,0.0227040460299897,0.0472142826898431,0.0100584368242115,"male",32,9,100
"1341",NA,NA,NA,20,27,27,12,18,20,1.51404595683241,0.442953008356051,2.25922201316331,1.5747351932436,0.848261505508522,"male",24,9,50
"135",NA,NA,NA,13,21,20,8,13,12,-0.50441013967188,-0.0356799083351631,-0.909178440275561,-1.28936651404469,-2.33691015549186,"female",33,0,0
"1371",NA,NA,NA,8,18,23,4,10,16,-0.952955938895056,-0.753629283371985,-1.65468442932,-0.716546172587034,-1.49870708680755,"female",39,6,0
"1381",NA,NA,NA,13,21,25,7,14,16,1.738318856444,1.63953530008409,0.95458653233554,-0.907486286406254,0.512980278034798,"female",33,6,10
"139",NA,NA,NA,20,22,17,13,14,12,-0.280137240060293,-0.514312825026377,-1.09555493753667,-0.716546172587034,-0.157582176912651,"female",35,1,0
"1401",NA,NA,NA,22,24,19,15,18,12,-1.40150173811823,-1.2322622000632,-0.16367245123112,0.0472142826898431,0.345339664297936,"male",34,1,0
"1411",NA,NA,NA,17,22,28,8,17,19,-0.0558643404487048,0.682269466701658,1.88646901864109,1.00191485178594,1.35118334671911,"female",54,4,0
"1431",NA,NA,NA,13,28,26,6,19,17,0.168408559162883,1.40021884173848,0.76821003507443,0.0472142826898431,-0.325222790649513,"male",38,10,0
"1441",NA,NA,NA,19,17,23,12,11,15,-0.728683039283468,-0.27499636668077,0.2090805432911,0.620034624147501,0.345339664297936,"female",53,5,0
"1451",NA,NA,NA,16,27,19,8,17,14,0.841227257997646,0.682269466701658,-0.909178440275561,-0.143725831129376,0.512980278034798,"female",24,6,0
"1461",NA,NA,NA,13,26,31,8,16,21,1.738318856444,1.63953530008409,-0.16367245123112,-0.143725831129376,-0.157582176912651,"female",36,9,100
"1471",NA,NA,NA,26,29,32,17,19,22,0.168408559162883,-0.0356799083351631,0.2090805432911,0.238154396509063,0.68062089177166,"female",23,6,0
"1481",NA,NA,NA,16,28,30,11,20,20,1.06550015760923,0.682269466701658,-0.16367245123112,0.0472142826898431,0.345339664297936,"female",32,9,100
"1491",NA,NA,NA,15,14,23,9,8,15,0.168408559162883,0.682269466701658,1.32733952685776,-1.28936651404469,-1.83398831428127,"female",52,10,50
"1501",NA,NA,NA,18,20,18,12,12,12,-1.62577463772982,-1.71089511675441,-0.350048948492231,-0.716546172587034,0.0100584368242115,"male",30,3,10
"1521",NA,NA,NA,15,25,21,10,17,14,-0.0558643404487048,0.203636550010444,-1.09555493753667,-0.143725831129376,-0.325222790649513,"female",25,1,20
"1531",NA,NA,NA,13,23,12,8,15,9,-0.728683039283468,-0.992945741717592,-0.350048948492231,0.238154396509063,-0.492863404386375,"female",50,3,0
"1541",NA,NA,NA,8,23,34,5,17,22,-1.85004753734141,-0.753629283371985,0.39545704055221,-1.67124674168313,-0.660504018123237,"male",50,8,100
"1551",NA,NA,NA,14,24,13,9,15,8,0.392681458774471,-0.0356799083351631,-0.722801943014451,-0.143725831129376,-0.995785245596961,"male",29,3,0
"1561",NA,NA,NA,16,25,34,9,16,22,0.841227257997646,0.921585925047265,2.44559851042442,1.38379507942438,1.68646457419283,"male",24,9,0
"1571",NA,NA,NA,22,26,29,15,17,20,-0.280137240060293,-0.753629283371985,0.0227040460299897,-0.334665944948596,0.177699050561074,"female",36,5,20
"1581",NA,NA,NA,14,28,9,9,18,5,0.392681458774471,0.203636550010444,0.0227040460299897,-0.716546172587034,-0.660504018123237,"female",29,1,40
"1601",NA,NA,NA,19,12,19,13,8,13,-0.280137240060293,0.682269466701658,0.0227040460299897,-0.907486286406254,-0.660504018123237,"male",52,6,0
"1611",NA,NA,NA,12,19,18,7,12,12,-0.0558643404487048,-0.27499636668077,0.76821003507443,-0.525606058767815,-0.492863404386375,"male",36,0,0
"1621",NA,NA,NA,17,28,21,11,19,14,-0.728683039283468,1.40021884173848,-0.350048948492231,-0.334665944948596,-0.660504018123237,"male",30,1,0
"1631",NA,NA,NA,11,19,10,6,10,6,-0.280137240060293,-1.95021157510002,0.2090805432911,1.00191485178594,-0.325222790649513,"female",36,7,20
"1641",NA,NA,NA,8,18,11,5,12,7,0.392681458774471,0.682269466701658,-1.09555493753667,-0.716546172587034,-0.828144631860099,"female",28,7,0
"1651",NA,NA,NA,23,23,27,16,16,18,-1.62577463772982,-0.753629283371985,0.76821003507443,0.0472142826898431,0.345339664297936,"male",31,9,30
"1661",NA,NA,NA,24,28,30,15,18,20,-0.728683039283468,-1.71089511675441,0.0227040460299897,0.620034624147501,0.177699050561074,"male",20,4,0
"167",NA,NA,NA,18,27,31,13,17,21,-2.29859333656458,-0.992945741717592,0.2090805432911,1.00191485178594,0.177699050561074,"male",43,7,0
"1681",NA,NA,NA,14,24,24,9,15,16,1.28977305722082,1.16090238339287,-0.16367245123112,-0.143725831129376,0.177699050561074,"female",32,8,20
"1691",NA,NA,NA,18,19,13,12,12,10,0.392681458774471,-0.27499636668077,-1.09555493753667,-0.334665944948596,-0.828144631860099,"male",26,1,0
"1701",NA,NA,NA,11,23,26,7,14,17,-0.728683039283468,-0.514312825026377,-0.722801943014451,0.810974737966721,-0.995785245596961,"male",35,7,0
"1711",NA,NA,NA,9,18,30,5,12,19,-0.50441013967188,-1.2322622000632,-0.722801943014451,0.620034624147501,0.177699050561074,"female",36,2,50
"1721",NA,NA,NA,21,22,31,13,14,22,-0.0558643404487048,0.442953008356051,0.39545704055221,0.429094510328282,1.51882396045597,"female",45,7,0
"1731",NA,NA,NA,12,17,14,6,11,9,-0.728683039283468,-2.18952803344563,1.32733952685776,1.00191485178594,0.68062089177166,"male",45,9,0
"1741",NA,NA,NA,23,23,29,15,15,21,1.51404595683241,-0.514312825026377,1.14096302959665,1.95661542088204,-0.325222790649513,"female",28,5,100
"1751",NA,NA,NA,18,20,24,13,12,15,0.841227257997646,0.921585925047265,-0.909178440275561,-1.86218685550235,-1.16342585933382,"female",33,1,0
"1761",NA,NA,NA,6,22,24,4,16,16,0.392681458774471,0.682269466701658,0.39545704055221,1.5747351932436,1.85410518792969,"female",41,7,100
"1771",NA,NA,NA,12,21,30,6,13,20,-1.17722883850664,-1.95021157510002,-1.09555493753667,0.620034624147501,0.177699050561074,"female",34,6,0
"1781",NA,NA,NA,20,27,23,11,17,15,1.28977305722082,1.16090238339287,-1.46830793205889,-0.334665944948596,0.0100584368242115,"male",27,3,100
"1791",NA,NA,NA,13,17,26,8,12,17,0.168408559162883,1.16090238339287,-0.16367245123112,-0.143725831129376,-0.828144631860099,"female",26,1,0
"1801",NA,NA,NA,15,16,15,8,11,11,-0.952955938895056,-0.27499636668077,-0.909178440275561,-0.716546172587034,-1.66634770054441,"male",55,2,0
"1811",NA,NA,NA,17,26,20,10,17,12,0.392681458774471,0.442953008356051,-0.722801943014451,-0.907486286406254,-0.828144631860099,"female",32,7,20
"1821",NA,NA,NA,12,19,21,7,12,14,0.168408559162883,-0.753629283371985,0.0227040460299897,0.429094510328282,0.512980278034798,"female",49,9,0
"1831",NA,NA,NA,13,22,22,8,15,14,0.616954358386058,0.203636550010444,0.58183353781332,0.620034624147501,1.01590211924538,"female",35,9,0
"1841",NA,NA,NA,9,22,22,4,14,15,0.392681458774471,0.921585925047265,-0.536425445753341,-1.48030662786391,-1.49870708680755,"female",32,1,0
"186",NA,NA,NA,21,30,23,13,20,15,-0.0558643404487048,0.203636550010444,0.2090805432911,0.810974737966721,-0.828144631860099,"male",30,7,0
"187",NA,NA,NA,12,21,18,7,15,12,1.28977305722082,-0.0356799083351631,1.14096302959665,-0.143725831129376,1.35118334671911,"male",33,1,0
"1881",NA,NA,NA,14,23,23,7,15,14,-0.728683039283468,-0.753629283371985,-0.350048948492231,-1.09842640022547,-1.49870708680755,"female",49,8,0
"189",NA,NA,NA,17,29,28,11,19,19,0.841227257997646,0.921585925047265,0.58183353781332,0.0472142826898431,-0.157582176912651,"female",52,6,20
"1901",NA,NA,NA,20,21,18,14,13,12,0.841227257997646,0.442953008356051,0.0227040460299897,0.0472142826898431,0.177699050561074,"male",38,0,20
"191",NA,NA,NA,21,28,21,13,19,14,-0.952955938895056,-0.753629283371985,1.14096302959665,1.38379507942438,0.512980278034798,"male",28,6,100
"1921",NA,NA,NA,20,25,17,13,17,11,-0.728683039283468,1.63953530008409,-1.46830793205889,0.238154396509063,0.0100584368242115,"female",45,1,0
"1931",NA,NA,NA,17,23,23,10,16,16,-0.728683039283468,0.682269466701658,-0.536425445753341,-0.907486286406254,-0.157582176912651,"female",35,0,100
"1941",NA,NA,NA,9,22,24,6,13,14,0.841227257997646,1.40021884173848,-1.09555493753667,-0.716546172587034,-1.49870708680755,"female",36,6,50
"1951",NA,NA,NA,10,18,23,5,11,15,-0.0558643404487048,-1.2322622000632,0.39545704055221,-0.907486286406254,-0.828144631860099,"male",43,3,50
"1961",NA,NA,NA,21,24,25,12,15,17,-0.0558643404487048,-0.514312825026377,0.2090805432911,1.00191485178594,0.848261505508522,"male",37,1,0
"1971",NA,NA,NA,8,19,9,4,11,5,-2.52286623617617,-1.71089511675441,0.0227040460299897,0.620034624147501,0.0100584368242115,"male",47,1,0
"2011",NA,NA,NA,7,16,19,5,11,13,-1.62577463772982,-1.95021157510002,0.2090805432911,-0.334665944948596,-0.995785245596961,"male",56,2,0
"2041",NA,NA,NA,16,18,12,11,11,8,-0.0558643404487048,-0.514312825026377,-0.16367245123112,0.0472142826898431,0.68062089177166,"male",26,1,0
"2051",NA,NA,NA,7,20,12,4,13,8,1.06550015760923,1.16090238339287,-1.46830793205889,-1.09842640022547,-0.492863404386375,"female",23,5,0
"2061",NA,NA,NA,8,23,24,5,14,17,-1.85004753734141,-0.753629283371985,-0.909178440275561,0.0472142826898431,-1.49870708680755,"male",22,0,0
"207",NA,NA,NA,12,22,27,7,14,20,0.168408559162883,-0.514312825026377,-1.84106092658111,-1.48030662786391,-0.828144631860099,"female",47,0,0
"2081",NA,NA,NA,7,17,28,4,10,19,0.392681458774471,0.442953008356051,-1.09555493753667,-0.907486286406254,-1.33106647307069,"male",43,1,0
